bird_name,count,Year,Transect,Temp,ObservCond,Bay
Horned Grebe,0,2004,706,2.4,Excellent,W. Sitkalidak
Loon,6,2004,706,2.4,Excellent,W. Sitkalidak
Marbled Murrelet,0,2004,706,2.4,Excellent,W. Sitkalidak
Long-tailed Duck,16,2004,706,2.4,Excellent,W. Sitkalidak
Pigeon Guillemot,0,2004,706,2.4,Excellent,W. Sitkalidak
Red-breasted Merganser,0,2004,706,2.4,Excellent,W. Sitkalidak
Red-necked Grebe,7,2004,706,2.4,Excellent,W. Sitkalidak
Surf Scoter,0,2004,706,2.4,Excellent,W. Sitkalidak
White-winged Scoter,6,2004,706,2.4,Excellent,W. Sitkalidak
Barrow's Goldeneye,0,2005,706,3.9,Excellent,W. Sitkalidak
Black Scoter,0,2005,706,3.9,Excellent,W. Sitkalidak
Common Merganser,0,2005,706,3.9,Excellent,W. Sitkalidak
Common Murre,15,2005,706,3.9,Excellent,W. Sitkalidak
Harlequin Duck,0,2005,706,3.9,Excellent,W. Sitkalidak
Horned Grebe,0,2005,706,3.9,Excellent,W. Sitkalidak
Loon,21,2005,706,3.9,Excellent,W. Sitkalidak
Marbled Murrelet,0,2005,706,3.9,Excellent,W. Sitkalidak
Long-tailed Duck,9,2005,706,3.9,Excellent,W. Sitkalidak
Pigeon Guillemot,0,2005,706,3.9,Excellent,W. Sitkalidak
Red-breasted Merganser,0,2005,706,3.9,Excellent,W. Sitkalidak
Red-necked Grebe,0,2005,706,3.9,Excellent,W. Sitkalidak
Surf Scoter,0,2005,706,3.9,Excellent,W. Sitkalidak
White-winged Scoter,0,2005,706,3.9,Excellent,W. Sitkalidak
Barrow's Goldeneye,0,1991,707,2.5,Excellent,W. Sitkalidak
Black Scoter,0,1991,707,2.5,Excellent,W. Sitkalidak
Common Merganser,0,1991,707,2.5,Excellent,W. Sitkalidak
Common Murre,71,1991,707,2.5,Excellent,W. Sitkalidak
Cormorant,0,1991,707,2.5,Excellent,W. Sitkalidak
Harlequin Duck,0,1991,707,2.5,Excellent,W. Sitkalidak
Horned Grebe,0,1991,707,2.5,Excellent,W. Sitkalidak
Loon,2,1991,707,2.5,Excellent,W. Sitkalidak
Marbled Murrelet,9,1991,707,2.5,Excellent,W. Sitkalidak
Long-tailed Duck,0,1991,707,2.5,Excellent,W. Sitkalidak
Pigeon Guillemot,0,1991,707,2.5,Excellent,W. Sitkalidak
Red-breasted Merganser,0,1991,707,2.5,Excellent,W. Sitkalidak
Red-necked Grebe,0,1991,707,2.5,Excellent,W. Sitkalidak
Surf Scoter,0,1991,707,2.5,Excellent,W. Sitkalidak
White-winged Scoter,0,1991,707,2.5,Excellent,W. Sitkalidak
Barrow's Goldeneye,0,1992,707,3,Good,W. Sitkalidak
Black Scoter,0,1992,707,3,Good,W. Sitkalidak
Common Merganser,0,1992,707,3,Good,W. Sitkalidak
Common Murre,3,1992,707,3,Good,W. Sitkalidak
Cormorant,0,1992,707,3,Good,W. Sitkalidak
Harlequin Duck,0,1992,707,3,Good,W. Sitkalidak
Horned Grebe,0,1992,707,3,Good,W. Sitkalidak
Loon,5,1992,707,3,Good,W. Sitkalidak
Marbled Murrelet,0,1992,707,3,Good,W. Sitkalidak
Long-tailed Duck,0,1992,707,3,Good,W. Sitkalidak
Pigeon Guillemot,0,1992,707,3,Good,W. Sitkalidak
Red-breasted Merganser,0,1992,707,3,Good,W. Sitkalidak
Red-necked Grebe,0,1992,707,3,Good,W. Sitkalidak
Surf Scoter,0,1992,707,3,Good,W. Sitkalidak
White-winged Scoter,0,1992,707,3,Good,W. Sitkalidak
Barrow's Goldeneye,0,1993,707,2,Average,W. Sitkalidak
Black Scoter,0,1993,707,2,Average,W. Sitkalidak
Common Merganser,0,1993,707,2,Average,W. Sitkalidak
Common Murre,5,1993,707,2,Average,W. Sitkalidak
Cormorant,0,1993,707,2,Average,W. Sitkalidak
Harlequin Duck,0,1993,707,2,Average,W. Sitkalidak
Horned Grebe,0,1993,707,2,Average,W. Sitkalidak
Loon,3,1993,707,2,Average,W. Sitkalidak
Marbled Murrelet,0,1993,707,2,Average,W. Sitkalidak
Long-tailed Duck,0,1993,707,2,Average,W. Sitkalidak
Pigeon Guillemot,0,1993,707,2,Average,W. Sitkalidak
Red-breasted Merganser,0,1993,707,2,Average,W. Sitkalidak
Red-necked Grebe,0,1993,707,2,Average,W. Sitkalidak
Surf Scoter,0,1993,707,2,Average,W. Sitkalidak
White-winged Scoter,0,1993,707,2,Average,W. Sitkalidak
Barrow's Goldeneye,0,1994,707,4,Good,W. Sitkalidak
Black Scoter,0,1994,707,4,Good,W. Sitkalidak
Common Merganser,0,1994,707,4,Good,W. Sitkalidak
Common Murre,7,1994,707,4,Good,W. Sitkalidak
Cormorant,1,1994,707,4,Good,W. Sitkalidak
Harlequin Duck,0,1994,707,4,Good,W. Sitkalidak
Horned Grebe,0,1994,707,4,Good,W. Sitkalidak
Loon,2,1994,707,4,Good,W. Sitkalidak
Marbled Murrelet,0,1994,707,4,Good,W. Sitkalidak
Long-tailed Duck,0,1994,707,4,Good,W. Sitkalidak
Pigeon Guillemot,0,1994,707,4,Good,W. Sitkalidak
Red-breasted Merganser,0,1994,707,4,Good,W. Sitkalidak
Red-necked Grebe,0,1994,707,4,Good,W. Sitkalidak
Surf Scoter,0,1994,707,4,Good,W. Sitkalidak
White-winged Scoter,0,1994,707,4,Good,W. Sitkalidak
Barrow's Goldeneye,0,1995,707,2.5,Good,W. Sitkalidak
Black Scoter,0,1995,707,2.5,Good,W. Sitkalidak
Common Merganser,0,1995,707,2.5,Good,W. Sitkalidak
Common Murre,88,1995,707,2.5,Good,W. Sitkalidak
Cormorant,0,1995,707,2.5,Good,W. Sitkalidak
Harlequin Duck,0,1995,707,2.5,Good,W. Sitkalidak
Horned Grebe,0,1995,707,2.5,Good,W. Sitkalidak
Loon,0,1995,707,2.5,Good,W. Sitkalidak
Marbled Murrelet,2,1995,707,2.5,Good,W. Sitkalidak
Long-tailed Duck,0,1995,707,2.5,Good,W. Sitkalidak
Pigeon Guillemot,0,1995,707,2.5,Good,W. Sitkalidak
Red-breasted Merganser,0,1995,707,2.5,Good,W. Sitkalidak
Red-necked Grebe,0,1995,707,2.5,Good,W. Sitkalidak
Surf Scoter,0,1995,707,2.5,Good,W. Sitkalidak
White-winged Scoter,0,1995,707,2.5,Good,W. Sitkalidak
Barrow's Goldeneye,0,1996,707,2.5,Excellent,W. Sitkalidak
Black Scoter,0,1996,707,2.5,Excellent,W. Sitkalidak
Common Merganser,0,1996,707,2.5,Excellent,W. Sitkalidak
Common Murre,8,1996,707,2.5,Excellent,W. Sitkalidak
Cormorant,0,1996,707,2.5,Excellent,W. Sitkalidak
Harlequin Duck,0,1996,707,2.5,Excellent,W. Sitkalidak
Horned Grebe,0,1996,707,2.5,Excellent,W. Sitkalidak
Loon,0,1996,707,2.5,Excellent,W. Sitkalidak
Marbled Murrelet,1,1996,707,2.5,Excellent,W. Sitkalidak
Long-tailed Duck,0,1996,707,2.5,Excellent,W. Sitkalidak
Pigeon Guillemot,0,1996,707,2.5,Excellent,W. Sitkalidak
Red-breasted Merganser,0,1996,707,2.5,Excellent,W. Sitkalidak
Red-necked Grebe,0,1996,707,2.5,Excellent,W. Sitkalidak
Surf Scoter,0,1996,707,2.5,Excellent,W. Sitkalidak
White-winged Scoter,0,1996,707,2.5,Excellent,W. Sitkalidak
Barrow's Goldeneye,0,1997,707,2.5,Excellent,W. Sitkalidak
Black Scoter,0,1997,707,2.5,Excellent,W. Sitkalidak
Common Merganser,0,1997,707,2.5,Excellent,W. Sitkalidak
Common Murre,0,1997,707,2.5,Excellent,W. Sitkalidak
Cormorant,0,1997,707,2.5,Excellent,W. Sitkalidak
Harlequin Duck,0,1997,707,2.5,Excellent,W. Sitkalidak
Horned Grebe,0,1997,707,2.5,Excellent,W. Sitkalidak
Loon,1,1997,707,2.5,Excellent,W. Sitkalidak
Marbled Murrelet,4,1997,707,2.5,Excellent,W. Sitkalidak
Long-tailed Duck,0,1997,707,2.5,Excellent,W. Sitkalidak
Pigeon Guillemot,0,1997,707,2.5,Excellent,W. Sitkalidak
Red-breasted Merganser,0,1997,707,2.5,Excellent,W. Sitkalidak
Red-necked Grebe,0,1997,707,2.5,Excellent,W. Sitkalidak
Surf Scoter,0,1997,707,2.5,Excellent,W. Sitkalidak
White-winged Scoter,0,1997,707,2.5,Excellent,W. Sitkalidak
Barrow's Goldeneye,0,1999,707,2,Excellent,W. Sitkalidak
Black Scoter,0,1999,707,2,Excellent,W. Sitkalidak
Common Merganser,0,1999,707,2,Excellent,W. Sitkalidak
Common Murre,4,1999,707,2,Excellent,W. Sitkalidak
Cormorant,2,1999,707,2,Excellent,W. Sitkalidak
Harlequin Duck,0,1999,707,2,Excellent,W. Sitkalidak
Horned Grebe,0,1999,707,2,Excellent,W. Sitkalidak
Loon,0,1999,707,2,Excellent,W. Sitkalidak
Marbled Murrelet,5,1999,707,2,Excellent,W. Sitkalidak
Long-tailed Duck,0,1999,707,2,Excellent,W. Sitkalidak
Pigeon Guillemot,0,1999,707,2,Excellent,W. Sitkalidak
Red-breasted Merganser,0,1999,707,2,Excellent,W. Sitkalidak
Red-necked Grebe,0,1999,707,2,Excellent,W. Sitkalidak
Surf Scoter,0,1999,707,2,Excellent,W. Sitkalidak
White-winged Scoter,0,1999,707,2,Excellent,W. Sitkalidak
Barrow's Goldeneye,0,2000,707,2.3,Excellent,W. Sitkalidak
Black Scoter,0,2000,707,2.3,Excellent,W. Sitkalidak
Common Merganser,0,2000,707,2.3,Excellent,W. Sitkalidak
Common Murre,1,2000,707,2.3,Excellent,W. Sitkalidak
Cormorant,0,2000,707,2.3,Excellent,W. Sitkalidak
Harlequin Duck,0,2000,707,2.3,Excellent,W. Sitkalidak
Horned Grebe,0,2000,707,2.3,Excellent,W. Sitkalidak
Loon,1,2000,707,2.3,Excellent,W. Sitkalidak
Marbled Murrelet,4,2000,707,2.3,Excellent,W. Sitkalidak
Long-tailed Duck,0,2000,707,2.3,Excellent,W. Sitkalidak
Pigeon Guillemot,0,2000,707,2.3,Excellent,W. Sitkalidak
Red-breasted Merganser,0,2000,707,2.3,Excellent,W. Sitkalidak
Red-necked Grebe,0,2000,707,2.3,Excellent,W. Sitkalidak
Surf Scoter,0,2000,707,2.3,Excellent,W. Sitkalidak
White-winged Scoter,0,2000,707,2.3,Excellent,W. Sitkalidak
Barrow's Goldeneye,0,2001,707,3.6,Excellent,W. Sitkalidak
Black Scoter,0,2001,707,3.6,Excellent,W. Sitkalidak
Common Merganser,0,2001,707,3.6,Excellent,W. Sitkalidak
Common Murre,5,2001,707,3.6,Excellent,W. Sitkalidak
Cormorant,0,2001,707,3.6,Excellent,W. Sitkalidak
Harlequin Duck,0,2001,707,3.6,Excellent,W. Sitkalidak
Horned Grebe,0,2001,707,3.6,Excellent,W. Sitkalidak
Loon,0,2001,707,3.6,Excellent,W. Sitkalidak
Marbled Murrelet,0,2001,707,3.6,Excellent,W. Sitkalidak
Long-tailed Duck,0,2001,707,3.6,Excellent,W. Sitkalidak
Pigeon Guillemot,0,2001,707,3.6,Excellent,W. Sitkalidak
Red-breasted Merganser,0,2001,707,3.6,Excellent,W. Sitkalidak
Red-necked Grebe,0,2001,707,3.6,Excellent,W. Sitkalidak
Surf Scoter,0,2001,707,3.6,Excellent,W. Sitkalidak
White-winged Scoter,0,2001,707,3.6,Excellent,W. Sitkalidak
Barrow's Goldeneye,0,2002,707,3.425274,Good,W. Sitkalidak
Black Scoter,0,2002,707,3.425274,Good,W. Sitkalidak
Common Merganser,0,2002,707,3.425274,Good,W. Sitkalidak
Common Murre,8,2002,707,3.425274,Good,W. Sitkalidak
Cormorant,1,2002,707,3.425274,Good,W. Sitkalidak
Harlequin Duck,0,2002,707,3.425274,Good,W. Sitkalidak
Horned Grebe,0,2002,707,3.425274,Good,W. Sitkalidak
Loon,0,2002,707,3.425274,Good,W. Sitkalidak
Marbled Murrelet,1,2002,707,3.425274,Good,W. Sitkalidak
Long-tailed Duck,0,2002,707,3.425274,Good,W. Sitkalidak
Pigeon Guillemot,0,2002,707,3.425274,Good,W. Sitkalidak
Red-breasted Merganser,0,2002,707,3.425274,Good,W. Sitkalidak
Red-necked Grebe,0,2002,707,3.425274,Good,W. Sitkalidak
Surf Scoter,0,2002,707,3.425274,Good,W. Sitkalidak
White-winged Scoter,0,2002,707,3.425274,Good,W. Sitkalidak
Barrow's Goldeneye,0,2003,707,4.4,Good,W. Sitkalidak
Black Scoter,0,2003,707,4.4,Good,W. Sitkalidak
Common Merganser,0,2003,707,4.4,Good,W. Sitkalidak
Common Murre,29,2003,707,4.4,Good,W. Sitkalidak
Cormorant,0,2003,707,4.4,Good,W. Sitkalidak
Harlequin Duck,0,2003,707,4.4,Good,W. Sitkalidak
Horned Grebe,0,2003,707,4.4,Good,W. Sitkalidak
Loon,2,2003,707,4.4,Good,W. Sitkalidak
Marbled Murrelet,0,2003,707,4.4,Good,W. Sitkalidak
Long-tailed Duck,0,2003,707,4.4,Good,W. Sitkalidak
Pigeon Guillemot,0,2003,707,4.4,Good,W. Sitkalidak
Red-breasted Merganser,0,2003,707,4.4,Good,W. Sitkalidak
Red-necked Grebe,0,2003,707,4.4,Good,W. Sitkalidak
Surf Scoter,0,2003,707,4.4,Good,W. Sitkalidak
White-winged Scoter,0,2003,707,4.4,Good,W. Sitkalidak
Barrow's Goldeneye,0,2004,707,2.7,Excellent,W. Sitkalidak
Black Scoter,0,2004,707,2.7,Excellent,W. Sitkalidak
Common Merganser,0,2004,707,2.7,Excellent,W. Sitkalidak
Common Murre,8,2004,707,2.7,Excellent,W. Sitkalidak
Harlequin Duck,0,2004,707,2.7,Excellent,W. Sitkalidak
Horned Grebe,0,2004,707,2.7,Excellent,W. Sitkalidak
Loon,11,2004,707,2.7,Excellent,W. Sitkalidak
Marbled Murrelet,0,2004,707,2.7,Excellent,W. Sitkalidak
Long-tailed Duck,0,2004,707,2.7,Excellent,W. Sitkalidak
Pigeon Guillemot,0,2004,707,2.7,Excellent,W. Sitkalidak
Red-breasted Merganser,0,2004,707,2.7,Excellent,W. Sitkalidak
Red-necked Grebe,0,2004,707,2.7,Excellent,W. Sitkalidak
Surf Scoter,0,2004,707,2.7,Excellent,W. Sitkalidak
White-winged Scoter,0,2004,707,2.7,Excellent,W. Sitkalidak
Barrow's Goldeneye,0,2005,707,3.8,Good,W. Sitkalidak
Black Scoter,14,2005,707,3.8,Good,W. Sitkalidak
Common Merganser,0,2005,707,3.8,Good,W. Sitkalidak
Common Murre,19,2005,707,3.8,Good,W. Sitkalidak
Harlequin Duck,0,2005,707,3.8,Good,W. Sitkalidak
Horned Grebe,0,2005,707,3.8,Good,W. Sitkalidak
Loon,5,2005,707,3.8,Good,W. Sitkalidak
Marbled Murrelet,0,2005,707,3.8,Good,W. Sitkalidak
Long-tailed Duck,4,2005,707,3.8,Good,W. Sitkalidak
Pigeon Guillemot,0,2005,707,3.8,Good,W. Sitkalidak
Red-breasted Merganser,0,2005,707,3.8,Good,W. Sitkalidak
Red-necked Grebe,0,2005,707,3.8,Good,W. Sitkalidak
Surf Scoter,5,2005,707,3.8,Good,W. Sitkalidak
White-winged Scoter,35,2005,707,3.8,Good,W. Sitkalidak
Barrow's Goldeneye,0,1991,708,2.7,Good,W. Sitkalidak
Black Scoter,0,1991,708,2.7,Good,W. Sitkalidak
Common Merganser,0,1991,708,2.7,Good,W. Sitkalidak
Common Murre,55,1991,708,2.7,Good,W. Sitkalidak
Cormorant,0,1991,708,2.7,Good,W. Sitkalidak
Harlequin Duck,0,1991,708,2.7,Good,W. Sitkalidak
Horned Grebe,0,1991,708,2.7,Good,W. Sitkalidak
Loon,0,1991,708,2.7,Good,W. Sitkalidak
Marbled Murrelet,8,1991,708,2.7,Good,W. Sitkalidak
Long-tailed Duck,0,1991,708,2.7,Good,W. Sitkalidak
Pigeon Guillemot,0,1991,708,2.7,Good,W. Sitkalidak
Red-breasted Merganser,0,1991,708,2.7,Good,W. Sitkalidak
Red-necked Grebe,0,1991,708,2.7,Good,W. Sitkalidak
Surf Scoter,0,1991,708,2.7,Good,W. Sitkalidak
White-winged Scoter,0,1991,708,2.7,Good,W. Sitkalidak
Barrow's Goldeneye,0,1992,708,3.5,Good,W. Sitkalidak
Black Scoter,0,1992,708,3.5,Good,W. Sitkalidak
Common Merganser,0,1992,708,3.5,Good,W. Sitkalidak
Common Murre,7,1992,708,3.5,Good,W. Sitkalidak
Cormorant,1,1992,708,3.5,Good,W. Sitkalidak
Harlequin Duck,0,1992,708,3.5,Good,W. Sitkalidak
Horned Grebe,0,1992,708,3.5,Good,W. Sitkalidak
Loon,1,1992,708,3.5,Good,W. Sitkalidak
Marbled Murrelet,1,1992,708,3.5,Good,W. Sitkalidak
Long-tailed Duck,0,1992,708,3.5,Good,W. Sitkalidak
Pigeon Guillemot,0,1992,708,3.5,Good,W. Sitkalidak
Red-breasted Merganser,0,1992,708,3.5,Good,W. Sitkalidak
Red-necked Grebe,0,1992,708,3.5,Good,W. Sitkalidak
Surf Scoter,0,1992,708,3.5,Good,W. Sitkalidak
White-winged Scoter,0,1992,708,3.5,Good,W. Sitkalidak
Barrow's Goldeneye,0,1993,708,2,Average,W. Sitkalidak
Black Scoter,0,1993,708,2,Average,W. Sitkalidak
Common Merganser,0,1993,708,2,Average,W. Sitkalidak
Common Murre,3,1993,708,2,Average,W. Sitkalidak
Cormorant,0,1993,708,2,Average,W. Sitkalidak
Harlequin Duck,0,1993,708,2,Average,W. Sitkalidak
Horned Grebe,0,1993,708,2,Average,W. Sitkalidak
Loon,4,1993,708,2,Average,W. Sitkalidak
Marbled Murrelet,0,1993,708,2,Average,W. Sitkalidak
Long-tailed Duck,0,1993,708,2,Average,W. Sitkalidak
Pigeon Guillemot,0,1993,708,2,Average,W. Sitkalidak
Red-breasted Merganser,0,1993,708,2,Average,W. Sitkalidak
Red-necked Grebe,0,1993,708,2,Average,W. Sitkalidak
Surf Scoter,0,1993,708,2,Average,W. Sitkalidak
White-winged Scoter,0,1993,708,2,Average,W. Sitkalidak
Barrow's Goldeneye,0,1994,708,3.5,Good,W. Sitkalidak
Black Scoter,0,1994,708,3.5,Good,W. Sitkalidak
Common Merganser,0,1994,708,3.5,Good,W. Sitkalidak
Common Murre,5,1994,708,3.5,Good,W. Sitkalidak
Cormorant,0,1994,708,3.5,Good,W. Sitkalidak
Harlequin Duck,0,1994,708,3.5,Good,W. Sitkalidak
Horned Grebe,0,1994,708,3.5,Good,W. Sitkalidak
Loon,3,1994,708,3.5,Good,W. Sitkalidak
Marbled Murrelet,3,1994,708,3.5,Good,W. Sitkalidak
Long-tailed Duck,0,1994,708,3.5,Good,W. Sitkalidak
Pigeon Guillemot,0,1994,708,3.5,Good,W. Sitkalidak
Red-breasted Merganser,0,1994,708,3.5,Good,W. Sitkalidak
Red-necked Grebe,0,1994,708,3.5,Good,W. Sitkalidak
Surf Scoter,0,1994,708,3.5,Good,W. Sitkalidak
White-winged Scoter,0,1994,708,3.5,Good,W. Sitkalidak
Barrow's Goldeneye,0,1995,708,2.5,Good,W. Sitkalidak
Black Scoter,0,1995,708,2.5,Good,W. Sitkalidak
Common Merganser,0,1995,708,2.5,Good,W. Sitkalidak
Common Murre,45,1995,708,2.5,Good,W. Sitkalidak
Cormorant,1,1995,708,2.5,Good,W. Sitkalidak
Harlequin Duck,0,1995,708,2.5,Good,W. Sitkalidak
Horned Grebe,0,1995,708,2.5,Good,W. Sitkalidak
Loon,0,1995,708,2.5,Good,W. Sitkalidak
Marbled Murrelet,1,1995,708,2.5,Good,W. Sitkalidak
Long-tailed Duck,0,1995,708,2.5,Good,W. Sitkalidak
Pigeon Guillemot,0,1995,708,2.5,Good,W. Sitkalidak
Red-breasted Merganser,0,1995,708,2.5,Good,W. Sitkalidak
Red-necked Grebe,0,1995,708,2.5,Good,W. Sitkalidak
Surf Scoter,0,1995,708,2.5,Good,W. Sitkalidak
White-winged Scoter,0,1995,708,2.5,Good,W. Sitkalidak
Barrow's Goldeneye,0,1996,708,2.5,Excellent,W. Sitkalidak
Black Scoter,0,1996,708,2.5,Excellent,W. Sitkalidak
Common Merganser,0,1996,708,2.5,Excellent,W. Sitkalidak
Common Murre,9,1996,708,2.5,Excellent,W. Sitkalidak
Cormorant,1,1996,708,2.5,Excellent,W. Sitkalidak
Harlequin Duck,0,1996,708,2.5,Excellent,W. Sitkalidak
Horned Grebe,0,1996,708,2.5,Excellent,W. Sitkalidak
Loon,0,1996,708,2.5,Excellent,W. Sitkalidak
Marbled Murrelet,8,1996,708,2.5,Excellent,W. Sitkalidak
Long-tailed Duck,0,1996,708,2.5,Excellent,W. Sitkalidak
Pigeon Guillemot,0,1996,708,2.5,Excellent,W. Sitkalidak
Red-breasted Merganser,0,1996,708,2.5,Excellent,W. Sitkalidak
Red-necked Grebe,0,1996,708,2.5,Excellent,W. Sitkalidak
Surf Scoter,0,1996,708,2.5,Excellent,W. Sitkalidak
White-winged Scoter,0,1996,708,2.5,Excellent,W. Sitkalidak
Barrow's Goldeneye,0,1997,708,2.5,Excellent,W. Sitkalidak
Black Scoter,0,1997,708,2.5,Excellent,W. Sitkalidak
Common Merganser,0,1997,708,2.5,Excellent,W. Sitkalidak
Common Murre,3,1997,708,2.5,Excellent,W. Sitkalidak
Cormorant,0,1997,708,2.5,Excellent,W. Sitkalidak
Harlequin Duck,0,1997,708,2.5,Excellent,W. Sitkalidak
Horned Grebe,0,1997,708,2.5,Excellent,W. Sitkalidak
Loon,0,1997,708,2.5,Excellent,W. Sitkalidak
Marbled Murrelet,5,1997,708,2.5,Excellent,W. Sitkalidak
Long-tailed Duck,0,1997,708,2.5,Excellent,W. Sitkalidak
Pigeon Guillemot,0,1997,708,2.5,Excellent,W. Sitkalidak
Red-breasted Merganser,0,1997,708,2.5,Excellent,W. Sitkalidak
Red-necked Grebe,0,1997,708,2.5,Excellent,W. Sitkalidak
Surf Scoter,0,1997,708,2.5,Excellent,W. Sitkalidak
White-winged Scoter,0,1997,708,2.5,Excellent,W. Sitkalidak
Barrow's Goldeneye,0,1999,708,2.2,Excellent,W. Sitkalidak
Black Scoter,0,1999,708,2.2,Excellent,W. Sitkalidak
Common Merganser,0,1999,708,2.2,Excellent,W. Sitkalidak
Common Murre,4,1999,708,2.2,Excellent,W. Sitkalidak
Cormorant,0,1999,708,2.2,Excellent,W. Sitkalidak
Harlequin Duck,0,1999,708,2.2,Excellent,W. Sitkalidak
Horned Grebe,0,1999,708,2.2,Excellent,W. Sitkalidak
Loon,0,1999,708,2.2,Excellent,W. Sitkalidak
Marbled Murrelet,2,1999,708,2.2,Excellent,W. Sitkalidak
Long-tailed Duck,0,1999,708,2.2,Excellent,W. Sitkalidak
Pigeon Guillemot,0,1999,708,2.2,Excellent,W. Sitkalidak
Red-breasted Merganser,0,1999,708,2.2,Excellent,W. Sitkalidak
Red-necked Grebe,0,1999,708,2.2,Excellent,W. Sitkalidak
Surf Scoter,0,1999,708,2.2,Excellent,W. Sitkalidak
White-winged Scoter,0,1999,708,2.2,Excellent,W. Sitkalidak
Barrow's Goldeneye,0,2000,708,2.3,Excellent,W. Sitkalidak
Black Scoter,0,2000,708,2.3,Excellent,W. Sitkalidak
Common Merganser,0,2000,708,2.3,Excellent,W. Sitkalidak
Common Murre,9,2000,708,2.3,Excellent,W. Sitkalidak
Cormorant,0,2000,708,2.3,Excellent,W. Sitkalidak
Harlequin Duck,0,2000,708,2.3,Excellent,W. Sitkalidak
Horned Grebe,0,2000,708,2.3,Excellent,W. Sitkalidak
Loon,0,2000,708,2.3,Excellent,W. Sitkalidak
Marbled Murrelet,1,2000,708,2.3,Excellent,W. Sitkalidak
Long-tailed Duck,0,2000,708,2.3,Excellent,W. Sitkalidak
Pigeon Guillemot,0,2000,708,2.3,Excellent,W. Sitkalidak
Red-breasted Merganser,0,2000,708,2.3,Excellent,W. Sitkalidak
Red-necked Grebe,0,2000,708,2.3,Excellent,W. Sitkalidak
Surf Scoter,0,2000,708,2.3,Excellent,W. Sitkalidak
White-winged Scoter,0,2000,708,2.3,Excellent,W. Sitkalidak
Barrow's Goldeneye,0,2001,708,3.8,Excellent,W. Sitkalidak
Black Scoter,0,2001,708,3.8,Excellent,W. Sitkalidak
Common Merganser,0,2001,708,3.8,Excellent,W. Sitkalidak
Common Murre,4,2001,708,3.8,Excellent,W. Sitkalidak
Cormorant,0,2001,708,3.8,Excellent,W. Sitkalidak
Harlequin Duck,0,2001,708,3.8,Excellent,W. Sitkalidak
Horned Grebe,0,2001,708,3.8,Excellent,W. Sitkalidak
Loon,0,2001,708,3.8,Excellent,W. Sitkalidak
Marbled Murrelet,0,2001,708,3.8,Excellent,W. Sitkalidak
Long-tailed Duck,0,2001,708,3.8,Excellent,W. Sitkalidak
Pigeon Guillemot,0,2001,708,3.8,Excellent,W. Sitkalidak
Red-breasted Merganser,0,2001,708,3.8,Excellent,W. Sitkalidak
Red-necked Grebe,0,2001,708,3.8,Excellent,W. Sitkalidak
Surf Scoter,0,2001,708,3.8,Excellent,W. Sitkalidak
White-winged Scoter,0,2001,708,3.8,Excellent,W. Sitkalidak
Barrow's Goldeneye,0,2002,708,3.41694,Good,W. Sitkalidak
Black Scoter,0,2002,708,3.41694,Good,W. Sitkalidak
Common Merganser,0,2002,708,3.41694,Good,W. Sitkalidak
Common Murre,4,2002,708,3.41694,Good,W. Sitkalidak
Cormorant,0,2002,708,3.41694,Good,W. Sitkalidak
Harlequin Duck,1,2002,708,3.41694,Good,W. Sitkalidak
Horned Grebe,0,2002,708,3.41694,Good,W. Sitkalidak
Loon,0,2002,708,3.41694,Good,W. Sitkalidak
Marbled Murrelet,2,2002,708,3.41694,Good,W. Sitkalidak
Long-tailed Duck,0,2002,708,3.41694,Good,W. Sitkalidak
Pigeon Guillemot,0,2002,708,3.41694,Good,W. Sitkalidak
Red-breasted Merganser,0,2002,708,3.41694,Good,W. Sitkalidak
Red-necked Grebe,0,2002,708,3.41694,Good,W. Sitkalidak
Surf Scoter,0,2002,708,3.41694,Good,W. Sitkalidak
White-winged Scoter,0,2002,708,3.41694,Good,W. Sitkalidak
Barrow's Goldeneye,0,2003,708,4.4,Good,W. Sitkalidak
Black Scoter,0,2003,708,4.4,Good,W. Sitkalidak
Common Merganser,0,2003,708,4.4,Good,W. Sitkalidak
Common Murre,14,2003,708,4.4,Good,W. Sitkalidak
Cormorant,0,2003,708,4.4,Good,W. Sitkalidak
Harlequin Duck,0,2003,708,4.4,Good,W. Sitkalidak
Horned Grebe,0,2003,708,4.4,Good,W. Sitkalidak
Loon,2,2003,708,4.4,Good,W. Sitkalidak
Marbled Murrelet,0,2003,708,4.4,Good,W. Sitkalidak
Long-tailed Duck,0,2003,708,4.4,Good,W. Sitkalidak
Pigeon Guillemot,0,2003,708,4.4,Good,W. Sitkalidak
Red-breasted Merganser,0,2003,708,4.4,Good,W. Sitkalidak
Red-necked Grebe,0,2003,708,4.4,Good,W. Sitkalidak
Surf Scoter,0,2003,708,4.4,Good,W. Sitkalidak
White-winged Scoter,0,2003,708,4.4,Good,W. Sitkalidak
Barrow's Goldeneye,0,2004,708,3,Good,W. Sitkalidak
Black Scoter,0,2004,708,3,Good,W. Sitkalidak
Common Merganser,0,2004,708,3,Good,W. Sitkalidak
Common Murre,7,2004,708,3,Good,W. Sitkalidak
Harlequin Duck,0,2004,708,3,Good,W. Sitkalidak
Horned Grebe,0,2004,708,3,Good,W. Sitkalidak
Loon,0,2004,708,3,Good,W. Sitkalidak
Marbled Murrelet,4,2004,708,3,Good,W. Sitkalidak
Long-tailed Duck,0,2004,708,3,Good,W. Sitkalidak
Pigeon Guillemot,2,2004,708,3,Good,W. Sitkalidak
