Player,Team,TotalMoney,YearlySalary,Position
Reid Ferguson,Bills,2.745,0.915,offensive_line
Renell Wren,Bengals,3.203,0.801,defensive_line
Reshad Jones,Dolphins,48,12,defensive_back
Reuben Foster,Redskins,9.036,2.259,linebacker
Rex Burkhead,Patriots,9.75,3.25,running_back
Rhett Ellison,Giants,18,4.5,tight_end
Ricardo Allen,Falcons,19.5,6.5,defensive_back
Ricardo Louis,Dolphins,0.645,0.645,receiver
Richard Sherman,49ers,27.15,9.05,defensive_back
Richie Brown,Falcons,1.08,0.54,linebacker
Richie Incognito,Raiders,1.03,1.03,offensive_line
Richie James,49ers,2.537,0.634,receiver
Rick Lovato,Eagles,0.72,0.72,offensive_line
Ricky Seals-Jones,Browns,0.645,0.645,tight_end
Ricky Wagner,Lions,47.5,9.5,offensive_line
Rigoberto Sanchez,Colts,11.6,2.9,kicker
Riley Dixon,Giants,2.42,0.605,kicker
Riley Reiff,Vikings,58.75,11.75,offensive_line
Riley Ridley,Bears,3.203,0.801,receiver
RJ McIntosh,Giants,2.781,0.695,defensive_line
Rob Havenstein,Rams,32.5,8.125,offensive_line
Robbie Gould,49ers,19,4.75,kicker
Robby Anderson,Jets,3.095,3.095,receiver
Robert Alford,Cardinals,22.5,7.5,defensive_back
Robert Foster,Bills,1.05,0.525,receiver
Robert Griffin III,Ravens,4,2,quarterback
Robert Jackson,Browns,1.08,0.54,defensive_back
Robert Quinn,Cowboys,8,8,defensive_line
Robert Spillane,Steelers,0.495,0.495,linebacker
Robert Tonyan,Packers,0.57,0.57,tight_end
Robert Woods,Rams,34,6.8,receiver
Rock Ya-Sin,Colts,7.916,1.979,defensive_back
Rod Smith,Titans,0.805,0.805,running_back
Roderic Teamer,Chargers,1.757,0.586,defensive_back
Roderick Johnson,Texans,1.05,0.525,offensive_line
Rodger Saffold,Titans,44,11,offensive_line
Rodney Anderson,Bengals,2.648,0.662,running_back
Rodney Gunter,Cardinals,1.75,1.75,defensive_line
Rodney Hudson,Raiders,33.75,11.25,offensive_line
Rodney McLeod,Eagles,4,4,defensive_back
Rolan Milligan,Colts,0.495,0.495,defensive_back
Romeo Okwara,Lions,6.8,3.4,defensive_line
Ronald Blair,49ers,2.61,0.653,defensive_line
Ronald Darby,Eagles,6.5,6.5,defensive_back
Ronald Jones II,Buccaneers,7.072,1.768,running_back
Ronald Leary,Broncos,36,9,offensive_line
Ronnie Harrison,Jaguars,3.388,0.847,defensive_back
Ronnie Stanley,Ravens,20.484,5.121,offensive_line
Rontez Miles,Jets,1.907,1.907,defensive_back
Roosevelt Nix,Steelers,6.975,1.744,running_back
Roquan Smith,Bears,18.477,4.619,linebacker
Ross Cockrell,Panthers,6.6,3.3,defensive_back
Ross Dwelley,49ers,1.05,0.525,tight_end
Ross Pierschbacher,Redskins,2.831,0.708,offensive_line
Roy Robertson-Harris,Bears,0.645,0.645,defensive_line
Royce Freeman,Broncos,3.94,0.985,running_back
Rudy Ford,Eagles,2.54,0.635,defensive_back
Russell Gage,Falcons,2.616,0.654,receiver
Russell Okung,Chargers,53,13.25,offensive_line
Russell Shepard,Giants,1.5,1.5,receiver
Russell Wilson,Seahawks,140,35,quarterback
Ryan Anderson,Redskins,5.325,1.331,linebacker
Ryan Bates,Bills,1.76,0.587,offensive_line
Ryan Connelly,Giants,2.856,0.714,linebacker
Ryan Finley,Bengals,3.31,0.827,quarterback
Ryan Fitzpatrick,Dolphins,11,5.5,quarterback
Ryan Glasgow,Bengals,2.82,0.705,defensive_line
Ryan Grant,Packers,0.805,0.805,receiver
Ryan Griffin,Buccaneers,2.9,1.45,quarterback
Ryan Griffin,Jets,1.125,1.125,tight_end
Ryan Groy,Chargers,0.805,0.805,offensive_line
Ryan Izzo,Patriots,2.529,0.632,tight_end
Ryan Jensen,Buccaneers,42,10.5,offensive_line
Ryan Kalil,Jets,8.4,8.4,offensive_line
Ryan Kelly,Colts,10.451,2.613,offensive_line
Ryan Kerrigan,Redskins,57.5,11.5,linebacker
Ryan Lewis,Dolphins,1.23,0.615,defensive_back
Ryan Ramczyk,Saints,8.892,2.223,offensive_line
Ryan Shazier,Steelers,18.225,3.645,linebacker
Ryan Smith,Buccaneers,2.932,0.733,defensive_back
Ryan Succop,Titans,20,4,kicker
Ryan Switzer,Steelers,2.969,0.742,receiver
Ryan Tannehill,Titans,7,7,quarterback
Ryquell Armstead,Jaguars,2.873,0.718,running_back
Sam Beal,Giants,4.082,1.021,defensive_back
Sam Darnold,Jets,30.248,7.562,quarterback
Sam Eguavoen,Dolphins,1.755,0.585,linebacker
Sam Ficken,Jets,0.495,0.495,kicker
Sam Hubbard,Bengals,3.619,0.905,defensive_line
Sam Koch,Ravens,16.25,3.25,kicker
Sam Martin,Lions,1.7,1.7,kicker
Sam Tevi,Chargers,2.562,0.64,offensive_line
Sam Young,49ers,0.93,0.93,offensive_line
Sammy Watkins,Chiefs,48,16,receiver
Samson Ebukam,Rams,3.007,0.752,linebacker
Saquan Hampton,Saints,2.716,0.679,defensive_back
Saquon Barkley,Giants,31.195,7.799,running_back
Scott Miller,Buccaneers,2.648,0.662,receiver
Scott Quessenberry,Chargers,2.744,0.686,offensive_line
Sean Culkin,Chargers,1.677,0.559,tight_end
Sean Davis,Steelers,4.087,1.022,defensive_back
Sean Lee,Cowboys,3.5,3.5,linebacker
Sean Mannion,Vikings,0.895,0.895,quarterback
Sean Murphy-Bunting,Buccaneers,7.376,1.844,defensive_back
Seantrel Henderson,Texans,4.2,4.2,offensive_line
Sebastian Joseph,Rams,2.615,0.654,defensive_line
Senio Kelemete,Texans,6.25,3.125,offensive_line
Senorise Perry,Bills,0.72,0.72,running_back
Seth DeValve,Jaguars,2.453,0.613,tight_end
Seth Roberts,Ravens,2,2,receiver
Shakial Taylor,Colts,1.08,0.54,defensive_back
Shalom Luani,Chargers,0.645,0.645,defensive_back
Shamar Stephen,Vikings,12.45,4.15,defensive_line
Shaq Lawson,Bills,10.279,2.57,defensive_line
Shaq Thompson,Panthers,8.809,2.202,linebacker
Shaquem Griffin,Seahawks,2.778,0.694,linebacker
Shaquil Barrett,Buccaneers,4,4,linebacker
Shaquill Griffin,Seahawks,3.259,0.815,defensive_back
Shaquille Mason,Patriots,45,9,offensive_line
Shareef Miller,Eagles,3.008,0.752,defensive_line
Sharif Finch,Titans,1.726,0.575,linebacker
Sharrod Neasman,Falcons,1.35,0.675,defensive_back
Shaun Dion Hamilton,Redskins,2.613,0.653,linebacker
Shawn Poindexter,49ers,1.76,0.587,receiver
Shawn Williams,Bengals,19.5,4.875,defensive_back
Shelby Harris,Broncos,3.095,3.095,defensive_line
Sheldon Day,49ers,2.948,0.737,defensive_line
Sheldon Rankins,Saints,12.802,3.2,defensive_line
Sheldon Richardson,Browns,37,12.333,defensive_line
Sheldrick Redwine,Browns,3.24,0.81,defensive_back
Sherrick McManis,Bears,3.5,1.75,defensive_back
Shilique Calhoun,Patriots,0.72,0.72,linebacker
Shon Coleman,49ers,3.279,0.82,offensive_line
Shy Tuttle,Saints,1.76,0.587,defensive_line
Sidney Jones,Eagles,6.14,1.535,defensive_back
Simeon Thomas,Redskins,1.08,0.54,defensive_back
Sione Takitaki,Browns,3.736,0.934,linebacker
Siran Neal,Bills,2.746,0.687,defensive_back
Solomon Thomas,49ers,28.154,7.039,defensive_line
Sony Michel,Patriots,9.627,2.407,running_back
Spencer Long,Bills,12.6,4.2,offensive_line
Spencer Pulley,Giants,8.25,2.75,offensive_line
Stanley Morgan,Bengals,1.08,0.54,receiver
Star Lotulelei,Bills,50,10,defensive_line
Stefen Wisniewski,Chiefs,0.93,0.93,offensive_line
Stefon Diggs,Vikings,72,14.4,receiver
Stephen Carlson,Browns,1.08,0.54,tight_end
Stephen Gostkowski,Patriots,8.5,4.25,kicker
Stephen Hauschka,Bills,7.75,3.875,kicker
Stephen Weatherly,Vikings,2.34,0.585,defensive_line
Stephon Gilmore,Patriots,65,13,defensive_back
Stephon Tuitt,Steelers,60,12,defensive_line
Stephone Anthony,Saints,0.805,0.805,linebacker
Sterling Shepard,Giants,41,10.25,receiver
Steve Ishmael,Colts,1.08,0.54,receiver
Steve Longa,Lions,0.57,0.57,linebacker
Steve McLendon,Jets,2.75,2.75,defensive_line
Steven Means,Falcons,0.895,0.895,defensive_line
Steven Mitchell,Texans,1.755,0.585,receiver
Steven Nelson,Steelers,25.5,8.5,defensive_back
Steven Parker,Dolphins,1.08,0.54,defensive_back
Steven Sims,Redskins,1.77,0.59,receiver
Sylvester Williams,Chargers,0.805,0.805,defensive_line
T.J. Carrie,Browns,31,7.75,defensive_back
T.J. Edwards,Eagles,1.768,0.589,linebacker
T.J. Hockenson,Lions,19.821,4.955,tight_end
T.J. Logan,Buccaneers,2.602,0.65,running_back
T.J. Watt,Steelers,9.259,2.315,linebacker
T.Y. McGill,Chargers,0.805,0.805,defensive_line
Taco Charlton,Dolphins,10.029,2.507,defensive_line
Tae Davis,Browns,1.715,0.572,linebacker
Tae Hayes,Jaguars,1.755,0.585,defensive_back
Tahir Whitehead,Raiders,19,6.333,linebacker
Taiwan Jones,Texans,1.02,1.02,running_back
Taj McGowan,Jaguars,1.755,0.585,running_back
Tajae Sharpe,Titans,2.615,0.654,receiver
Takkarist McKinley,Falcons,10.217,2.554,defensive_line
Tanner Hudson,Buccaneers,1.05,0.525,tight_end
Tanner Vallejo,Redskins,2.554,0.638,linebacker
Tanoh Kpassagnon,Chiefs,4.321,1.08,defensive_line
Tanzel Smart,Rams,2.565,0.641,defensive_line
Tarell Basham,Jets,3.236,0.809,linebacker
Tarik Cohen,Bears,3.033,0.758,running_back
Taron Johnson,Bills,3.106,0.777,defensive_back
Tarvarius Moore,49ers,3.351,0.838,defensive_back
Tashaun Gipson,Texans,22.5,7.5,defensive_back
Taven Bryan,Jaguars,10.155,2.539,defensive_line
Taveze Calhoun,Falcons,1.08,0.54,defensive_back
Tavierre Thomas,Browns,1.715,0.572,defensive_back
Tavon Austin,Cowboys,1.75,1.75,receiver
Tavon Wilson,Lions,1.2,1.2,defensive_back
Tavon Young,Ravens,25.8,8.6,defensive_back
Taybor Pepper,Dolphins,0.57,0.57,offensive_line
Taylor Decker,Lions,10.967,2.742,offensive_line
Taylor Gabriel,Bears,26,6.5,receiver
Taylor Lewan,Titans,80,16,offensive_line
Taylor Moton,Panthers,4.158,1.04,offensive_line
Taylor Rapp,Rams,4.674,1.168,defensive_back
Taysom Hill,Saints,1.67,0.557,quarterback
Taywan Taylor,Browns,3.681,0.92,receiver
Ted Ginn,Saints,11,3.667,receiver
Ted Karras,Patriots,1.89,0.63,offensive_line
Ted Larsen,Bears,1.02,1.02,offensive_line
Teddy Bridgewater,Saints,7.25,7.25,quarterback
Tedric Thompson,Seahawks,3.072,0.768,defensive_back
Terrance Mitchell,Browns,10,3.333,defensive_back
Terrell Edmunds,Steelers,10.698,2.674,defensive_back
Terrell McClain,Raiders,0.93,0.93,defensive_line
Terrell Suggs,Cardinals,7,7,linebacker
Terrence Brooks,Patriots,3.25,1.625,defensive_back
Terron Armstead,Saints,65,13,offensive_line
Terry McLaurin,Redskins,3.848,0.962,receiver
Tevin Coleman,49ers,8.5,4.25,running_back
Theo Riddick,Broncos,2.5,2.5,running_back
Thomas Davis,Chargers,10.5,5.25,linebacker
Thomas Hennessy,Jets,4.4,1.1,offensive_line
Thomas Morstead,Saints,15.6,3.9,kicker
Tim Boyle,Packers,1.716,0.572,quarterback
Tim Harris,49ers,2.678,0.67,defensive_back
Tim Patrick,Broncos,0.57,0.57,receiver
Tim Settle,Redskins,2.728,0.682,defensive_line
Tim Ward,Chiefs,1.758,0.586,defensive_line
Timmy Jernigan,Eagles,2,2,defensive_line
TJ Clemmings,Bears,0.805,0.805,offensive_line
TJ Yeldon,Bills,3.2,1.6,running_back
Todd Davis,Broncos,15,5,linebacker
Todd Gurley,Rams,57.5,14.375,running_back
Tom Brady,Patriots,23,23,quarterback
Tom Compton,Jets,1.6,1.6,offensive_line
Tommy Sweeney,Bills,2.617,0.654,tight_end
Tony Bergstrom,Redskins,0.895,0.895,offensive_line
Tony Brooks-James,Steelers,0.495,0.495,running_back
Tony Brown,Packers,1.05,0.525,defensive_back
Tony Jefferson,Ravens,34,8.5,defensive_back
Tony McRae,Bengals,0.645,0.645,defensive_back
Tony Pollard,Cowboys,3.19,0.798,running_back
Torry McTyer,Bengals,0.645,0.645,defensive_back
Tra Carson,Lions,1.23,0.615,running_back
Trace McSorley,Ravens,2.681,0.67,quarterback
Tracy Walker,Lions,3.512,0.878,defensive_back
Trae Waynes,Vikings,12.944,3.236,defensive_back
Trai Turner,Panthers,45,11.25,offensive_line
Tramaine Brock,Cardinals,1.35,1.35,defensive_back
Tramon Williams,Packers,10,5,defensive_back
Travin Howard,Rams,1.08,0.54,linebacker
Travis Benjamin,Chargers,4,4,receiver
Travis Frederick,Cowboys,56.4,9.4,offensive_line
Travis Homer,Seahawks,2.663,0.666,running_back
Travis Kelce,Chiefs,46.842,9.368,tight_end
Trayveon Williams,Bengals,2.702,0.675,running_back
Trayvon Mullen,Raiders,7.259,1.815,defensive_back
Tre'Davious White,Bills,10.091,2.523,defensive_back
Tre'Quan Smith,Saints,3.421,0.855,receiver
Tre'Von Johnson,Chargers,0.57,0.57,linebacker
Tre Boston,Panthers,2.125,2.125,defensive_back
Tre Flowers,Seahawks,2.759,0.69,defensive_back
Tre Herndon,Jaguars,1.715,0.572,defensive_back
Tremaine Edmunds,Bills,12.66,3.165,linebacker
Tremon Smith,Packers,0.57,0.57,defensive_back
Trent Brown,Raiders,66,16.5,offensive_line
Trent Harris,Dolphins,0.495,0.495,defensive_line
Trent Murphy,Bills,22.5,7.5,defensive_line
Trent Sherfield,Cardinals,1.72,0.573,receiver
Trent Sieg,Raiders,0.57,0.57,offensive_line
Trent Taylor,49ers,2.602,0.65,receiver
Trent Williams,Redskins,66,13.2,offensive_line
Trenton Cannon,Jets,2.599,0.65,running_back
Trenton Scott,Chargers,1.05,0.525,offensive_line
Tress Way,Redskins,7.8,1.56,kicker
Trevon Coley,Colts,0.645,0.645,defensive_line
Trevon Wesco,Jets,3.227,0.807,tight_end
Trevor Davis,Raiders,2.567,0.642,receiver
Trevor Siemian,Jets,2,2,quarterback
Trey Burton,Bears,32,8,tight_end
Trey Edmunds,Steelers,1.38,0.69,tight_end
Trey Flowers,Lions,90,18,defensive_line
Trey Hendrickson,Saints,3.176,0.794,defensive_line
Trey Hopkins,Bengals,3.095,3.095,offensive_line
Trey Marshall,Broncos,1.05,0.525,defensive_back
Trey Pipkins,Chargers,3.608,0.902,offensive_line
Trey Quinn,Redskins,2.529,0.632,receiver
Treyvon Hester,Redskins,0.645,0.645,defensive_line
Troy Apke,Redskins,3.164,0.791,defensive_back
Troy Fumagalli,Broncos,2.742,0.685,tight_end
Troy Hill,Rams,5.251,2.625,defensive_back
Troy Reeder,Rams,1.767,0.589,linebacker
Troymaine Pope,Chargers,0.645,0.645,running_back
Trumaine Johnson,Jets,72.5,14.5,defensive_back
Trysten Hill,Cowboys,4.878,1.22,defensive_line
TY Hilton,Colts,65,13,receiver
Ty Johnson,Lions,2.693,0.673,running_back
Ty Long,Chargers,1.08,0.54,kicker
Ty Montgomery,Jets,0.895,0.895,running_back
Ty Nsekhe,Bills,10,5,offensive_line
Ty Sambrailo,Falcons,14.25,4.75,offensive_line
Ty Summers,Packers,2.618,0.654,linebacker
Tyeler Davison,Falcons,0.895,0.895,defensive_line
Tyler Boyd,Bengals,43,10.75,receiver
Tyler Conklin,Vikings,2.741,0.685,tight_end
Tyler Eifert,Bengals,4,4,tight_end
Tyler Ervin,Jaguars,0.72,0.72,running_back
Tyler Higbee,Rams,29,7.25,tight_end
Tyler Kroft,Bills,18.75,6.25,tight_end
Tyler Lancaster,Packers,1.05,0.525,defensive_line
Tyler Larsen,Panthers,4.3,2.15,offensive_line
Tyler Lockett,Seahawks,31.8,10.6,receiver
Tyler Matakevich,Steelers,2.403,0.601,linebacker
Tyler Ott,Seahawks,3.33,1.11,offensive_line
Tyler Shatley,Jaguars,1.005,1.005,offensive_line
Tyquan Lewis,Colts,4.366,1.092,defensive_line
Tyrann Mathieu,Chiefs,42,14,defensive_back
Tyreek Hill,Chiefs,54,18,receiver
Tyrell Adams,Texans,0.72,0.72,linebacker
Tyrell Crosby,Lions,2.748,0.687,offensive_line
Tyrell Williams,Raiders,44.4,11.1,receiver
Tyrod Taylor,Chargers,11,5.5,quarterback
Tyron Smith,Cowboys,97.6,12.2,offensive_line
Tyrone Crawford,Cowboys,45,9,defensive_line
Tyson Alualu,Steelers,5.75,2.875,defensive_line
Tyus Bowser,Ravens,5.576,1.394,linebacker
Uchenna Nwosu,Chargers,5.76,1.44,linebacker
Ufomba Kamalu,Ravens,0.645,0.645,defensive_line
Ugochukwu Amadi,Seahawks,3.165,0.791,defensive_back
Ulysees Gilbert III,Steelers,2.648,0.662,linebacker
Vance McDonald,Steelers,32.5,6.5,tight_end
Ventell Bryant,Cowboys,1.08,0.54,receiver
Vernon Butler,Panthers,8.397,2.099,defensive_line
Vernon Davis,Redskins,15,5,tight_end
Vernon Hargreaves,Buccaneers,14.178,3.544,defensive_back
Vic Beasley,Falcons,14.495,3.624,linebacker
Vince Biegel,Dolphins,0.645,0.645,linebacker
Vince Williams,Steelers,18.6,6.2,linebacker
Vincent Taylor,Bills,0.645,0.645,defensive_line
Vinny Curry,Eagles,2.25,2.25,defensive_line
Virgil Green,Chargers,8.6,2.867,tight_end
Vita Vea,Buccaneers,14.824,3.706,defensive_line
Von Miller,Broncos,114.5,19.083,linebacker
Vonn Bell,Saints,3.972,0.993,defensive_back
Vontaze Burfict,Raiders,2,2,linebacker
Vosean Joseph,Bills,2.843,0.711,linebacker
Vyncint Smith,Jets,1.23,0.615,receiver
Walt Aikens,Dolphins,2.7,1.35,defensive_back
Wayne Gallman,Giants,2.82,0.705,running_back
Wendell Smallwood,Redskins,2.585,0.646,running_back
Wes Martin,Redskins,3.171,0.793,offensive_line
Wes Schweitzer,Falcons,2.472,0.618,offensive_line
Wesley Woodyard,Titans,7.65,3.825,linebacker
Weston Richburg,49ers,47.5,9.5,offensive_line
Whitney Mercilus,Texans,26,6.5,linebacker
Wil Lutz,Saints,20.25,4.05,kicker
Will Clapp,Saints,2.533,0.633,offensive_line
Will Compton,Raiders,0.805,0.805,linebacker
Will Dissly,Seahawks,3.11,0.778,tight_end
Will Fuller,Texans,10.164,2.541,receiver
Will Grier,Panthers,3.853,0.963,quarterback
Will Harris,Lions,3.724,0.931,defensive_back
Will Hernandez,Giants,7.451,1.863,offensive_line
Will Parks,Broncos,2.44,0.61,defensive_back
Will Redmond,Packers,1.05,0.525,defensive_back
Will Richardson,Jaguars,3.063,0.766,offensive_line
William Gholston,Buccaneers,27.5,5.5,defensive_line
William Jackson III,Bengals,9.706,2.426,defensive_back
William Sweet,Cardinals,1.762,0.587,offensive_line
Willie Harvey,Browns,1.08,0.54,linebacker
Willie Snead,Ravens,6,6,receiver
Wyatt Teller,Browns,2.714,0.679,offensive_line
Xavien Howard,Dolphins,75.25,15.05,defensive_back
Xavier Crawford,Dolphins,2.685,0.671,defensive_back
Xavier Rhodes,Vikings,70.1,14.02,defensive_back
Xavier Su'a-Filo,Cowboys,1.645,0.823,offensive_line
Xavier Williams,Chiefs,5.057,2.529,defensive_line
Xavier Woods,Cowboys,2.56,0.64,defensive_back
Yannick Ngakoue,Jaguars,3.481,0.87,defensive_line
Yodny Cajuste,Patriots,3.482,0.871,offensive_line
Younghoe Koo,Falcons,1.23,0.615,kicker
Za'Darius Smith,Packers,66,16.5,linebacker
Zach Allen,Cardinals,4.294,1.073,linebacker
Zach Banner,Steelers,0.645,0.645,offensive_line
Zach Cunningham,Texans,4.472,1.118,linebacker
Zach Ertz,Eagles,42.5,8.5,tight_end
Zach Fulton,Texans,28,7,offensive_line
Zach Gentry,Steelers,2.864,0.716,tight_end
Zach Kerr,Cardinals,0.805,0.805,defensive_line
Zach Line,Saints,2.2,1.1,running_back
Zach Pascal,Colts,1.05,0.525,receiver
Zach Sieler,Ravens,0.57,0.57,defensive_line
Zach Triner,Buccaneers,1.08,0.54,offensive_line
Zach Wood,Saints,0.645,0.645,offensive_line
Zach Zenner,Cardinals,0.805,0.805,running_back
Zack Bailey,Buccaneers,1.778,0.593,offensive_line
Zack Martin,Cowboys,84,14,offensive_line
Zaire Franklin,Colts,2.547,0.637,linebacker
Zak DeOssie,Giants,1.12,1.12,offensive_line
Zane Gonzalez,Cardinals,1.2,0.6,kicker
Zay Jones,Raiders,6.78,1.695,receiver
Zeke Turner,Cardinals,1.713,0.571,linebacker
